sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95f10>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95bd0>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.

Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=300
EVALUATE_EVERY=100
HIDDEN_DIM=300
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_EPOCHS=200
WORD2VEC=None

Loading data...
Vocabulary Size: 18758
Train/Dev split: 9662/1000
Writing to /home/chaitanya/lstm-context-embeddings/runs/1469600026

2016-07-27T14:13:51.298475: step 1, loss 0.70131, acc 0.453125
2016-07-27T16:27:07.899952: step 2805, loss 0.0554398, acc 1
2016-07-27T16:27:10.661971: step 2806, loss 0.0464778, acc 0.96875
2016-07-27T16:27:13.414380: step 2807, loss 0.0686493, acc 0.953125
2016-07-27T16:27:15.827325: step 2808, loss 0.0319625, acc 1
2016-07-27T16:27:18.703000: step 2809, loss 0.0617994, acc 0.984375
2016-07-27T16:27:21.374781: step 2810, loss 0.0727773, acc 0.96875
2016-07-27T16:27:23.866187: step 2811, loss 0.058827, acc 0.96875
2016-07-27T16:27:26.477649: step 2812, loss 0.0764122, acc 0.953125
2016-07-27T16:27:30.010791: step 2813, loss 0.0493576, acc 0.984375
2016-07-27T16:27:33.007892: step 2814, loss 0.0670307, acc 0.984375
2016-07-27T16:27:35.839088: step 2815, loss 0.0258438, acc 1
2016-07-27T16:27:38.249963: step 2816, loss 0.0892041, acc 0.96875
2016-07-27T16:27:41.076681: step 2817, loss 0.0501626, acc 0.984375
2016-07-27T16:27:43.750370: step 2818, loss 0.0669015, acc 0.96875
2016-07-27T16:27:46.223613: step 2819, loss 0.0383793, acc 0.984375
2016-07-27T16:27:49.086434: step 2820, loss 0.0695483, acc 0.96875
2016-07-27T16:27:51.734252: step 2821, loss 0.0307046, acc 1
2016-07-27T16:27:54.327240: step 2822, loss 0.0660112, acc 0.984375
2016-07-27T16:27:57.157489: step 2823, loss 0.0828598, acc 0.96875
2016-07-27T16:27:59.643802: step 2824, loss 0.0455162, acc 0.984375
2016-07-27T16:28:02.393737: step 2825, loss 0.101522, acc 0.96875
2016-07-27T16:28:05.201902: step 2826, loss 0.011174, acc 1
2016-07-27T16:28:07.682661: step 2827, loss 0.0306223, acc 0.984375
2016-07-27T16:28:10.446693: step 2828, loss 0.0878197, acc 0.953125
2016-07-27T16:28:13.064393: step 2829, loss 0.0446053, acc 0.984375
2016-07-27T16:28:15.915089: step 2830, loss 0.110245, acc 0.9375
2016-07-27T16:28:18.604401: step 2831, loss 0.0248134, acc 0.984375
2016-07-27T16:28:21.122715: step 2832, loss 0.0727629, acc 0.953125
2016-07-27T16:28:23.965882: step 2833, loss 0.0817428, acc 0.9375
2016-07-27T16:28:26.469390: step 2834, loss 0.0420988, acc 1
2016-07-27T16:28:29.050126: step 2835, loss 0.0791282, acc 0.96875
2016-07-27T16:28:31.944226: step 2836, loss 0.0425925, acc 0.96875
2016-07-27T16:28:34.637941: step 2837, loss 0.0671094, acc 1
2016-07-27T16:28:37.144099: step 2838, loss 0.0831093, acc 0.984375
2016-07-27T16:28:39.943559: step 2839, loss 0.0549225, acc 0.984375
2016-07-27T16:28:42.472579: step 2840, loss 0.0278321, acc 0.984375
2016-07-27T16:28:45.148567: step 2841, loss 0.0284806, acc 1
2016-07-27T16:28:47.977777: step 2842, loss 0.0534961, acc 0.984375
2016-07-27T16:28:50.666816: step 2843, loss 0.0527696, acc 0.96875
2016-07-27T16:28:53.171126: step 2844, loss 0.0626894, acc 0.953125
2016-07-27T16:28:56.018113: step 2845, loss 0.0343684, acc 0.96875
2016-07-27T16:28:58.550616: step 2846, loss 0.0308585, acc 1
2016-07-27T16:29:01.141588: step 2847, loss 0.0559706, acc 0.96875
2016-07-27T16:29:04.062664: step 2848, loss 0.0716814, acc 0.953125
2016-07-27T16:29:06.730585: step 2849, loss 0.0341593, acc 0.984375
2016-07-27T16:29:09.252028: step 2850, loss 0.0610102, acc 0.96875
2016-07-27T16:29:12.050338: step 2851, loss 0.118823, acc 0.921875
2016-07-27T16:29:14.566219: step 2852, loss 0.0347802, acc 0.984375
2016-07-27T16:29:17.152020: step 2853, loss 0.0933568, acc 0.953125
2016-07-27T16:29:19.991027: step 2854, loss 0.0425541, acc 0.984375
2016-07-27T16:29:22.698138: step 2855, loss 0.0813533, acc 0.984375
2016-07-27T16:29:25.241174: step 2856, loss 0.079804, acc 0.953125
2016-07-27T16:29:28.028846: step 2857, loss 0.0199157, acc 1
2016-07-27T16:29:30.556242: step 2858, loss 0.0309047, acc 1
2016-07-27T16:29:33.087512: step 2859, loss 0.0488343, acc 0.984375
2016-07-27T16:29:36.008876: step 2860, loss 0.0533195, acc 0.984375
2016-07-27T16:29:38.708829: step 2861, loss 0.0280569, acc 1
2016-07-27T16:29:41.178624: step 2862, loss 0.048816, acc 0.96875
2016-07-27T16:29:43.933089: step 2863, loss 0.0416898, acc 0.984375
2016-07-27T16:29:46.522735: step 2864, loss 0.0602638, acc 0.984375
2016-07-27T16:29:49.101288: step 2865, loss 0.0416515, acc 0.984375
2016-07-27T16:29:52.009001: step 2866, loss 0.0410603, acc 0.984375
2016-07-27T16:29:54.695794: step 2867, loss 0.0721539, acc 0.96875
2016-07-27T16:29:57.176721: step 2868, loss 0.0473935, acc 0.984375
2016-07-27T16:30:00.021261: step 2869, loss 0.0339614, acc 0.983871
2016-07-27T16:30:02.550022: step 2870, loss 0.0244699, acc 1
2016-07-27T16:30:05.120847: step 2871, loss 0.0560398, acc 0.96875
2016-07-27T16:30:07.923741: step 2872, loss 0.0496891, acc 0.984375
2016-07-27T16:30:10.645405: step 2873, loss 0.0401888, acc 0.984375
2016-07-27T16:30:13.137882: step 2874, loss 0.0558408, acc 0.96875
2016-07-27T16:30:15.996441: step 2875, loss 0.0405038, acc 0.984375
2016-07-27T16:30:18.564471: step 2876, loss 0.0372644, acc 0.984375
2016-07-27T16:30:21.064326: step 2877, loss 0.0482595, acc 0.96875
2016-07-27T16:30:23.998706: step 2878, loss 0.0686845, acc 0.96875
2016-07-27T16:30:26.753226: step 2879, loss 0.0924133, acc 0.96875
2016-07-27T16:30:29.244298: step 2880, loss 0.104461, acc 0.90625
2016-07-27T16:30:32.012429: step 2881, loss 0.0209507, acc 1
2016-07-27T16:30:34.536075: step 2882, loss 0.0743265, acc 0.96875
2016-07-27T16:30:37.099112: step 2883, loss 0.0566224, acc 0.96875
2016-07-27T16:30:40.006353: step 2884, loss 0.0425058, acc 0.984375
2016-07-27T16:30:42.742733: step 2885, loss 0.0409627, acc 0.984375
2016-07-27T16:30:45.281100: step 2886, loss 0.039849, acc 0.984375
2016-07-27T16:30:48.072204: step 2887, loss 0.0411848, acc 1
2016-07-27T16:30:50.609411: step 2888, loss 0.0304896, acc 0.984375
2016-07-27T16:30:53.151238: step 2889, loss 0.0318314, acc 1
2016-07-27T16:30:55.955267: step 2890, loss 0.026222, acc 0.984375
2016-07-27T16:30:58.505559: step 2891, loss 0.0288877, acc 1
2016-07-27T16:31:01.261622: step 2892, loss 0.0398254, acc 1
2016-07-27T16:31:04.035926: step 2893, loss 0.0474888, acc 0.96875
2016-07-27T16:31:06.565126: step 2894, loss 0.0766481, acc 0.984375
2016-07-27T16:31:09.457508: step 2895, loss 0.0421066, acc 0.984375
2016-07-27T16:31:12.125406: step 2896, loss 0.0441561, acc 0.984375
2016-07-27T16:31:14.673984: step 2897, loss 0.0311206, acc 1
2016-07-27T16:31:17.527120: step 2898, loss 0.0730805, acc 0.96875
2016-07-27T16:31:19.994335: step 2899, loss 0.0359727, acc 0.984375
2016-07-27T16:31:22.729876: step 2900, loss 0.0319073, acc 0.984375

Evaluation:
2016-07-27T16:31:35.048290: step 2900, loss 1.63406, acc 0.708

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-2900

2016-07-27T16:31:39.310206: step 2901, loss 0.085408, acc 0.96875
2016-07-27T16:31:41.848068: step 2902, loss 0.0629637, acc 0.96875
2016-07-27T16:31:44.622122: step 2903, loss 0.027904, acc 0.984375
2016-07-27T16:31:47.186736: step 2904, loss 0.095806, acc 0.96875
2016-07-27T16:31:49.928699: step 2905, loss 0.0189759, acc 1
2016-07-27T16:31:52.691263: step 2906, loss 0.0787975, acc 0.953125
2016-07-27T16:31:55.168290: step 2907, loss 0.0226483, acc 1
2016-07-27T16:31:58.044005: step 2908, loss 0.123262, acc 0.921875
2016-07-27T16:32:00.653211: step 2909, loss 0.0378751, acc 1
2016-07-27T16:32:03.290511: step 2910, loss 0.0141055, acc 1
2016-07-27T16:32:06.154279: step 2911, loss 0.0445312, acc 0.984375
2016-07-27T16:32:08.638112: step 2912, loss 0.0329982, acc 1
2016-07-27T16:32:11.475245: step 2913, loss 0.0429077, acc 0.984375
2016-07-27T16:32:14.164738: step 2914, loss 0.0427055, acc 0.96875
2016-07-27T16:32:16.657133: step 2915, loss 0.0145402, acc 1
2016-07-27T16:32:19.480028: step 2916, loss 0.0957018, acc 0.96875
2016-07-27T16:32:22.145151: step 2917, loss 0.0421678, acc 1
2016-07-27T16:32:24.639559: step 2918, loss 0.0543784, acc 0.96875
2016-07-27T16:32:27.534018: step 2919, loss 0.0899887, acc 0.96875
2016-07-27T16:32:30.211911: step 2920, loss 0.0425416, acc 1
2016-07-27T16:32:32.707329: step 2921, loss 0.0655596, acc 0.96875
2016-07-27T16:32:35.566615: step 2922, loss 0.048462, acc 0.96875
2016-07-27T16:32:38.049404: step 2923, loss 0.0304373, acc 0.984375
2016-07-27T16:32:40.748161: step 2924, loss 0.028416, acc 1
2016-07-27T16:32:43.559195: step 2925, loss 0.0369141, acc 1
2016-07-27T16:32:45.936547: step 2926, loss 0.0550623, acc 0.96875
2016-07-27T16:32:48.738337: step 2927, loss 0.0303715, acc 0.984375
2016-07-27T16:32:51.385020: step 2928, loss 0.066257, acc 0.96875
2016-07-27T16:32:53.950621: step 2929, loss 0.0558581, acc 0.984375
2016-07-27T16:32:56.826635: step 2930, loss 0.0688059, acc 0.984375
2016-07-27T16:32:59.278754: step 2931, loss 0.113409, acc 0.921875
2016-07-27T16:33:01.911139: step 2932, loss 0.0186672, acc 1
2016-07-27T16:33:04.770601: step 2933, loss 0.0319507, acc 0.984375
2016-07-27T16:33:07.383733: step 2934, loss 0.0530911, acc 0.984375
2016-07-27T16:33:09.864211: step 2935, loss 0.13142, acc 0.96875
2016-07-27T16:33:12.631770: step 2936, loss 0.0542742, acc 0.984375
2016-07-27T16:33:15.153547: step 2937, loss 0.0888745, acc 0.984375
2016-07-27T16:33:17.746518: step 2938, loss 0.0812871, acc 0.984375
2016-07-27T16:33:20.563909: step 2939, loss 0.0808733, acc 0.953125
2016-07-27T16:33:23.241985: step 2940, loss 0.0683703, acc 0.96875
2016-07-27T16:33:25.756341: step 2941, loss 0.107073, acc 0.9375
2016-07-27T16:33:28.608653: step 2942, loss 0.0719956, acc 0.96875
2016-07-27T16:33:31.157870: step 2943, loss 0.118068, acc 0.9375
2016-07-27T16:33:33.699578: step 2944, loss 0.0496028, acc 1
2016-07-27T16:33:36.533634: step 2945, loss 0.0508626, acc 0.984375
2016-07-27T16:33:39.218679: step 2946, loss 0.116076, acc 0.953125
2016-07-27T16:33:41.734772: step 2947, loss 0.120993, acc 0.9375
2016-07-27T16:33:44.559669: step 2948, loss 0.0571452, acc 0.96875
2016-07-27T16:33:47.130115: step 2949, loss 0.0584998, acc 0.96875
2016-07-27T16:33:49.667237: step 2950, loss 0.0553991, acc 0.96875
2016-07-27T16:33:52.465994: step 2951, loss 0.0718158, acc 0.96875
2016-07-27T16:33:55.170795: step 2952, loss 0.0483543, acc 0.984375
2016-07-27T16:33:57.701682: step 2953, loss 0.123796, acc 0.9375
2016-07-27T16:34:00.538888: step 2954, loss 0.064237, acc 0.96875
2016-07-27T16:34:03.094120: step 2955, loss 0.0300142, acc 1
2016-07-27T16:34:05.635980: step 2956, loss 0.0552279, acc 1
2016-07-27T16:34:08.502022: step 2957, loss 0.040705, acc 0.96875
2016-07-27T16:34:11.217148: step 2958, loss 0.0257906, acc 1
2016-07-27T16:34:13.717512: step 2959, loss 0.0338913, acc 1
2016-07-27T16:34:16.536630: step 2960, loss 0.0760833, acc 0.953125
2016-07-27T16:34:19.116335: step 2961, loss 0.0721076, acc 1
2016-07-27T16:34:21.695572: step 2962, loss 0.0282363, acc 0.984375
2016-07-27T16:34:24.644146: step 2963, loss 0.045396, acc 0.984375
2016-07-27T16:34:27.357335: step 2964, loss 0.0547464, acc 0.984375
2016-07-27T16:34:29.850603: step 2965, loss 0.0336578, acc 1
2016-07-27T16:34:32.439824: step 2966, loss 0.0599842, acc 0.984375
2016-07-27T16:34:36.015840: step 2967, loss 0.0592063, acc 0.96875
2016-07-27T16:34:39.053421: step 2968, loss 0.128827, acc 0.921875
2016-07-27T16:34:41.853898: step 2969, loss 0.0397651, acc 0.984375
2016-07-27T16:34:44.233269: step 2970, loss 0.0245501, acc 0.984375
2016-07-27T16:34:47.164162: step 2971, loss 0.152223, acc 0.9375
2016-07-27T16:34:50.050768: step 2972, loss 0.0372543, acc 0.984375
2016-07-27T16:34:52.547814: step 2973, loss 0.0150445, acc 1
2016-07-27T16:34:55.153182: step 2974, loss 0.04368, acc 0.96875
2016-07-27T16:34:58.155127: step 2975, loss 0.118196, acc 0.921875
2016-07-27T16:35:00.892478: step 2976, loss 0.0503059, acc 0.984375
2016-07-27T16:35:03.536309: step 2977, loss 0.0341748, acc 0.984375
2016-07-27T16:35:06.391455: step 2978, loss 0.0440844, acc 0.96875
2016-07-27T16:35:08.906691: step 2979, loss 0.0439095, acc 0.984375
2016-07-27T16:35:11.827686: step 2980, loss 0.0277846, acc 1
2016-07-27T16:35:14.569356: step 2981, loss 0.0377527, acc 0.984375
2016-07-27T16:35:17.029530: step 2982, loss 0.029134, acc 0.984375
2016-07-27T16:35:19.927207: step 2983, loss 0.0380245, acc 0.984375
2016-07-27T16:35:22.593186: step 2984, loss 0.0761377, acc 0.953125
2016-07-27T16:35:25.155254: step 2985, loss 0.0520558, acc 0.984375
2016-07-27T16:35:27.904710: step 2986, loss 0.0631865, acc 0.96875
2016-07-27T16:35:31.464566: step 2987, loss 0.048468, acc 0.984375
2016-07-27T16:35:34.410226: step 2988, loss 0.0729562, acc 0.96875
2016-07-27T16:35:37.193557: step 2989, loss 0.0552417, acc 0.96875
2016-07-27T16:35:39.705654: step 2990, loss 0.0544581, acc 0.984375
2016-07-27T16:35:42.552069: step 2991, loss 0.0293581, acc 0.984375
2016-07-27T16:35:45.168243: step 2992, loss 0.0272532, acc 1
2016-07-27T16:35:47.972203: step 2993, loss 0.0479773, acc 0.984375
2016-07-27T16:35:50.742962: step 2994, loss 0.0276877, acc 0.984375
2016-07-27T16:35:53.214679: step 2995, loss 0.03099, acc 1
2016-07-27T16:35:56.131714: step 2996, loss 0.0353223, acc 0.984375
2016-07-27T16:35:58.843245: step 2997, loss 0.0885708, acc 0.953125
2016-07-27T16:36:01.398867: step 2998, loss 0.0429013, acc 0.984375
2016-07-27T16:36:04.234615: step 2999, loss 0.0858417, acc 0.96875
2016-07-27T16:36:06.867858: step 3000, loss 0.0391159, acc 1

Evaluation:
2016-07-27T16:36:19.054186: step 3000, loss 1.48614, acc 0.714

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-3000

2016-07-27T16:36:23.040430: step 3001, loss 0.0516464, acc 0.96875
2016-07-27T16:36:25.908321: step 3002, loss 0.0869152, acc 0.953125
2016-07-27T16:36:28.647949: step 3003, loss 0.0528943, acc 0.984375
2016-07-27T16:36:31.321476: step 3004, loss 0.0332701, acc 0.984375
2016-07-27T16:36:34.133711: step 3005, loss 0.125286, acc 0.953125
2016-07-27T16:36:36.592087: step 3006, loss 0.0599543, acc 0.984375
2016-07-27T16:36:39.434370: step 3007, loss 0.0366682, acc 1
2016-07-27T16:36:42.056788: step 3008, loss 0.0167569, acc 0.984375
2016-07-27T16:36:44.909618: step 3009, loss 0.082781, acc 0.96875
2016-07-27T16:36:47.622159: step 3010, loss 0.0411772, acc 0.984375
2016-07-27T16:36:50.195238: step 3011, loss 0.125125, acc 0.9375
2016-07-27T16:36:53.057115: step 3012, loss 0.0133737, acc 0.984375
2016-07-27T16:36:55.624757: step 3013, loss 0.0297267, acc 0.984375
2016-07-27T16:36:58.325449: step 3014, loss 0.0346674, acc 1
2016-07-27T16:37:01.215593: step 3015, loss 0.0573861, acc 1
2016-07-27T16:37:03.866958: step 3016, loss 0.0419226, acc 0.984375
2016-07-27T16:37:06.394917: step 3017, loss 0.091223, acc 0.953125
2016-07-27T16:37:09.288309: step 3018, loss 0.0499137, acc 0.984375
2016-07-27T16:37:11.993281: step 3019, loss 0.215187, acc 0.921875
2016-07-27T16:37:14.586548: step 3020, loss 0.0180568, acc 1
2016-07-27T16:37:17.396484: step 3021, loss 0.0460498, acc 1
2016-07-27T16:37:20.037540: step 3022, loss 0.0686668, acc 0.953125
2016-07-27T16:37:22.636641: step 3023, loss 0.137096, acc 0.96875
2016-07-27T16:37:25.487189: step 3024, loss 0.0140139, acc 1
2016-07-27T16:37:28.150721: step 3025, loss 0.0647156, acc 0.96875
2016-07-27T16:37:30.988562: step 3026, loss 0.0464301, acc 0.984375
2016-07-27T16:37:33.721438: step 3027, loss 0.152304, acc 0.984375
2016-07-27T16:37:36.258516: step 3028, loss 0.0476274, acc 0.984375
2016-07-27T16:37:39.144148: step 3029, loss 0.0638533, acc 0.984375
2016-07-27T16:37:41.763951: step 3030, loss 0.0377981, acc 1
2016-07-27T16:37:44.431734: step 3031, loss 0.150611, acc 0.953125
2016-07-27T16:37:47.275474: step 3032, loss 0.0389259, acc 1
2016-07-27T16:37:50.003328: step 3033, loss 0.047093, acc 0.984375
2016-07-27T16:37:52.611755: step 3034, loss 0.0746131, acc 0.953125
2016-07-27T16:37:55.473475: step 3035, loss 0.10058, acc 0.953125
2016-07-27T16:37:58.146127: step 3036, loss 0.0542501, acc 0.953125
2016-07-27T16:38:01.004632: step 3037, loss 0.113123, acc 0.953125
2016-07-27T16:38:03.740664: step 3038, loss 0.0887223, acc 0.984375
2016-07-27T16:38:06.252787: step 3039, loss 0.0811432, acc 0.953125
2016-07-27T16:38:09.119153: step 3040, loss 0.0421425, acc 0.984375
2016-07-27T16:38:11.720849: step 3041, loss 0.0367429, acc 0.984375
2016-07-27T16:38:14.409112: step 3042, loss 0.0351314, acc 0.984375
2016-07-27T16:38:17.225743: step 3043, loss 0.0382806, acc 1
2016-07-27T16:38:19.797302: step 3044, loss 0.059933, acc 0.96875
2016-07-27T16:38:22.647657: step 3045, loss 0.0912403, acc 0.96875
2016-07-27T16:38:25.284412: step 3046, loss 0.121586, acc 0.953125
2016-07-27T16:38:28.078928: step 3047, loss 0.0464235, acc 1
2016-07-27T16:38:30.828933: step 3048, loss 0.0649917, acc 0.96875
2016-07-27T16:38:33.369322: step 3049, loss 0.0630494, acc 1
2016-07-27T16:38:36.205049: step 3050, loss 0.0735438, acc 0.984375
2016-07-27T16:38:38.836356: step 3051, loss 0.0108121, acc 1
2016-07-27T16:38:41.546040: step 3052, loss 0.0700514, acc 0.96875
2016-07-27T16:38:44.398517: step 3053, loss 0.0343412, acc 1
2016-07-27T16:38:47.066302: step 3054, loss 0.0290619, acc 0.984375
2016-07-27T16:38:49.862249: step 3055, loss 0.0520214, acc 0.96875
2016-07-27T16:38:52.632388: step 3056, loss 0.0787976, acc 0.9375
2016-07-27T16:38:55.262275: step 3057, loss 0.0498957, acc 0.984375
2016-07-27T16:38:58.115170: step 3058, loss 0.0962248, acc 0.96875
2016-07-27T16:39:00.710316: step 3059, loss 0.0819069, acc 0.984375
2016-07-27T16:39:03.597433: step 3060, loss 0.133072, acc 0.953125
2016-07-27T16:39:06.257178: step 3061, loss 0.0600367, acc 0.96875
2016-07-27T16:39:08.857993: step 3062, loss 0.0391132, acc 0.984375
2016-07-27T16:39:11.568164: step 3063, loss 0.0522734, acc 0.984375
2016-07-27T16:39:14.171449: step 3064, loss 0.0983055, acc 0.9375
2016-07-27T16:39:16.963847: step 3065, loss 0.0585025, acc 0.96875
2016-07-27T16:39:19.564400: step 3066, loss 0.0477897, acc 0.984375
2016-07-27T16:39:22.138748: step 3067, loss 0.0368131, acc 1
2016-07-27T16:39:24.975386: step 3068, loss 0.0795579, acc 0.9375
2016-07-27T16:39:27.633942: step 3069, loss 0.100507, acc 0.9375
2016-07-27T16:39:30.482496: step 3070, loss 0.0815588, acc 0.984375
2016-07-27T16:39:33.116784: step 3071, loss 0.0515286, acc 0.984375
2016-07-27T16:39:35.746699: step 3072, loss 0.0656599, acc 0.953125
2016-07-27T16:39:38.637132: step 3073, loss 0.0485093, acc 0.984375
2016-07-27T16:39:41.346399: step 3074, loss 0.0672125, acc 0.984375
2016-07-27T16:39:44.124970: step 3075, loss 0.0696476, acc 0.9375
2016-07-27T16:39:46.908170: step 3076, loss 0.0774546, acc 0.96875
2016-07-27T16:39:49.415434: step 3077, loss 0.0278677, acc 0.984375
2016-07-27T16:39:52.278473: step 3078, loss 0.0224815, acc 1
2016-07-27T16:39:54.862548: step 3079, loss 0.0874749, acc 0.921875
2016-07-27T16:39:57.706871: step 3080, loss 0.117224, acc 0.96875
2016-07-27T16:40:00.364334: step 3081, loss 0.0118777, acc 1
2016-07-27T16:40:02.976518: step 3082, loss 0.078599, acc 0.96875
2016-07-27T16:40:05.778345: step 3083, loss 0.0323352, acc 1
2016-07-27T16:40:08.499910: step 3084, loss 0.105416, acc 0.953125
2016-07-27T16:40:11.340938: step 3085, loss 0.0564986, acc 0.984375
2016-07-27T16:40:14.083120: step 3086, loss 0.0746353, acc 0.984375
2016-07-27T16:40:16.617502: step 3087, loss 0.035661, acc 1
2016-07-27T16:40:19.446739: step 3088, loss 0.0739678, acc 0.96875
2016-07-27T16:40:22.097497: step 3089, loss 0.0475964, acc 0.96875
2016-07-27T16:40:24.699556: step 3090, loss 0.0355696, acc 1
2016-07-27T16:40:27.328588: step 3091, loss 0.109808, acc 0.953125
2016-07-27T16:40:30.216025: step 3092, loss 0.0266709, acc 1
2016-07-27T16:40:32.837026: step 3093, loss 0.0344286, acc 1
2016-07-27T16:40:35.681044: step 3094, loss 0.0637609, acc 0.96875
2016-07-27T16:40:38.376928: step 3095, loss 0.0939271, acc 0.921875
2016-07-27T16:40:41.043264: step 3096, loss 0.0500988, acc 0.96875
2016-07-27T16:40:43.867953: step 3097, loss 0.0785497, acc 0.953125
2016-07-27T16:40:46.515261: step 3098, loss 0.0697469, acc 0.953125
2016-07-27T16:40:49.357017: step 3099, loss 0.0566052, acc 0.984375
2016-07-27T16:40:52.124147: step 3100, loss 0.0556887, acc 0.984375

Evaluation:
2016-07-27T16:41:04.137028: step 3100, loss 1.45918, acc 0.705

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-3100

2016-07-27T16:41:08.123609: step 3101, loss 0.0533604, acc 0.984375
2016-07-27T16:41:11.003157: step 3102, loss 0.0523368, acc 0.96875
2016-07-27T16:41:13.657674: step 3103, loss 0.0255863, acc 1
2016-07-27T16:41:16.501582: step 3104, loss 0.0559257, acc 0.984375
2016-07-27T16:41:19.207172: step 3105, loss 0.0466022, acc 1
2016-07-27T16:41:21.932109: step 3106, loss 0.111079, acc 0.96875
2016-07-27T16:41:24.736603: step 3107, loss 0.0750883, acc 0.953125
2016-07-27T16:41:27.282677: step 3108, loss 0.0330058, acc 1
2016-07-27T16:41:30.125915: step 3109, loss 0.124691, acc 0.9375
2016-07-27T16:41:32.778951: step 3110, loss 0.0276347, acc 1
2016-07-27T16:41:35.393691: step 3111, loss 0.0643228, acc 1
2016-07-27T16:41:38.105823: step 3112, loss 0.0546049, acc 0.96875
2016-07-27T16:41:40.962768: step 3113, loss 0.0144122, acc 1
2016-07-27T16:41:43.628035: step 3114, loss 0.101098, acc 0.953125
2016-07-27T16:41:46.425733: step 3115, loss 0.0762416, acc 0.96875
2016-07-27T16:41:49.168098: step 3116, loss 0.031528, acc 1
2016-07-27T16:41:51.851229: step 3117, loss 0.0425161, acc 1
2016-07-27T16:41:54.677021: step 3118, loss 0.0272372, acc 1
2016-07-27T16:41:57.237802: step 3119, loss 0.0893484, acc 0.96875
2016-07-27T16:42:00.094395: step 3120, loss 0.0349264, acc 1
2016-07-27T16:42:02.778339: step 3121, loss 0.0234571, acc 1
2016-07-27T16:42:05.601375: step 3122, loss 0.0893765, acc 0.96875
2016-07-27T16:42:08.318672: step 3123, loss 0.0521888, acc 0.984375
2016-07-27T16:42:11.101392: step 3124, loss 0.0253622, acc 1
2016-07-27T16:42:13.898106: step 3125, loss 0.105531, acc 0.96875
2016-07-27T16:42:16.349257: step 3126, loss 0.0386039, acc 0.984375
2016-07-27T16:42:19.164695: step 3127, loss 0.0345945, acc 1
2016-07-27T16:42:21.860080: step 3128, loss 0.0543268, acc 0.953125
2016-07-27T16:42:24.668101: step 3129, loss 0.0582477, acc 0.984375
2016-07-27T16:42:27.406659: step 3130, loss 0.043265, acc 0.984375
2016-07-27T16:42:29.918389: step 3131, loss 0.0501229, acc 0.984375
2016-07-27T16:42:32.769661: step 3132, loss 0.0820316, acc 0.984375
2016-07-27T16:42:35.437436: step 3133, loss 0.0198912, acc 1
2016-07-27T16:42:38.083649: step 3134, loss 0.0913696, acc 0.953125
2016-07-27T16:42:40.653308: step 3135, loss 0.0430716, acc 1
2016-07-27T16:42:43.528403: step 3136, loss 0.0413821, acc 1
2016-07-27T16:42:46.200890: step 3137, loss 0.0489741, acc 0.96875
2016-07-27T16:42:48.979101: step 3138, loss 0.07638, acc 0.96875
2016-07-27T16:42:51.685903: step 3139, loss 0.112634, acc 0.96875
2016-07-27T16:42:54.335799: step 3140, loss 0.0795728, acc 0.953125
2016-07-27T16:42:57.219201: step 3141, loss 0.081937, acc 0.953125
2016-07-27T16:42:59.848278: step 3142, loss 0.0235546, acc 1
2016-07-27T16:43:02.482070: step 3143, loss 0.0292639, acc 1
2016-07-27T16:43:05.203906: step 3144, loss 0.0257683, acc 1
2016-07-27T16:43:07.987843: step 3145, loss 0.0375399, acc 1
2016-07-27T16:43:10.689859: step 3146, loss 0.0554927, acc 0.96875
2016-07-27T16:43:13.301295: step 3147, loss 0.0471486, acc 0.96875
2016-07-27T16:43:16.137349: step 3148, loss 0.0402369, acc 0.984375
2016-07-27T16:43:18.757698: step 3149, loss 0.0177732, acc 1
2016-07-27T16:43:21.357395: step 3150, loss 0.0529321, acc 0.953125
2016-07-27T16:43:24.229018: step 3151, loss 0.0524116, acc 0.96875
2016-07-27T16:43:26.908565: step 3152, loss 0.0711227, acc 0.953125
2016-07-27T16:43:29.680224: step 3153, loss 0.148239, acc 0.90625
2016-07-27T16:43:32.434769: step 3154, loss 0.0909607, acc 0.984375
2016-07-27T16:43:35.147341: step 3155, loss 0.05428, acc 0.984375
2016-07-27T16:43:37.964597: step 3156, loss 0.0698368, acc 0.96875
2016-07-27T16:43:40.477946: step 3157, loss 0.12683, acc 0.921875
